"What topics does '🕉️ Philosophy & Doctrine — The Eternal Foundation' cover, and where does it live?",DSA-Grandmaster-Codex/00-PHILOSOPHY-AND-DOCTRINE/00-Index.md — covers: 📜 Contents
Where in the codex is 'Module 9.4 — Specialized Topics (300 hours)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'Module 9.5 — Open Problems Survey (100 hours)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'Module 9.6 — Contribute (300 hours)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'Module 9.7 — Conference Attendance & Discussion (100 hours)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'Module 9.8 — Original Work (100 hours and beyond)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'RESEARCH OUTPUT VOLUME' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'Foundational Books' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'Online Lectures' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-09-Research-Level.md
Where in the codex is 'Level 10 — Algorithm Designer / Grandmaster (The Inventor)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'THE NATURE OF THIS LEVEL' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'THE FIVE ARCHETYPES' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Archetype 1: The Theoretician' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Archetype 2: The Engineer-Researcher' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Archetype 3: The Educator' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Archetype 4: The Problem Setter' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Archetype 5: The Inter-Disciplinary' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'PRACTICES OF THE GRANDMASTER' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Practice 1: **Daily Pondering** (Always-On)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Practice 2: **Notebook Discipline**' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Practice 3: **Reading 2-3 papers/week**' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Practice 4: **Teaching**' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Practice 5: **Open-source Mastery**' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Practice 6: **Cross-pollination**' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Practice 7: **Mentorship Network**' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'THE TEN HARDEST PROBLEMS YOU MIGHT TACKLE' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'YOUR LIBRARY (Lifetime Reading)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Must-read books (in addition to all prior levels)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Must-read papers (lifetime)' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Living archives' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'THE ETERNAL TRUTH' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'YOUR FINAL VOW' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'THE BEGINNING' taught?,DSA-Grandmaster-Codex/01-LEVELS-PROGRESSION/Level-10-Algorithm-Designer.md
Where in the codex is 'Programming Foundations Universe' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/00-Index.md
Where in the codex is 'Computational Thinking' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'THE FOUR PILLARS OF COMPUTATIONAL THINKING' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is '**Decomposition**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is '**Pattern Recognition**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is '**Abstraction**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is '**Algorithm Design**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'THE MIND OF A COMPUTER' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'THE ALGORITHMIC MINDSET' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Lens 1: **Input Process Output**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Lens 2: **State Transition**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Lens 3: **Search Decision**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Lens 4: **Construction Verification**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Lens 5: **Discrete Continuous**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'THE PROBLEM TRANSLATION HIERARCHY' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'ESSENTIAL HABITS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Habit 1: **Trace Before You Type**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Habit 2: **Name Things Precisely**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Habit 3: **One Thing per Function**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Habit 4: **Embrace Edge Cases**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Habit 5: **Read Before You Write**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Habit 6: **Trust the Recursion**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'THE COMPUTATIONAL UNCONSCIOUS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'EXERCISE: TRANSLATE ENGLISH MATH' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
"Where in the codex is 'Sample answers (try first, then check)' taught?",DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/01-Computational-Thinking.md
Where in the codex is 'Memory Models — Where Data Lives' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'THE MEMORY HIERARCHY' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'STACK vs HEAP' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'Stack' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'CACHE LINES & LOCALITY' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'Spatial locality' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'Temporal locality' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'Cache-friendly patterns' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'Cache-unfriendly patterns' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'ARRAY vs LINKED LIST: A MEMORY STORY' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'THE C++ MEMORY MODEL' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
"Where in the codex is 'POINTERS, REFERENCES, AND OWNERSHIP' taught?",DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'THE STACK FRAME' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'MEMORY ALIGNMENT' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'THE COST OF ALLOCATION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'WHAT THIS MEANS FOR ALGORITHMS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/02-Memory-Models.md
Where in the codex is 'Programming Paradigms' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'WHAT IS A PARADIGM?' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'THE FIVE MAJOR PARADIGMS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is '**Imperative**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is '**Procedural** (subset of imperative)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is '**Object-Oriented (OOP)**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is '**Functional**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
"Where in the codex is '**Declarative** (umbrella for functional, logical, query)' taught?",DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'KEY DIFFERENCES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'WHY PARADIGM MATTERS FOR DSA' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'Imperative DP' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'Functional DP' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'OOP DP (overengineered for tiny task!)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'RECURSION: THE FUNCTIONAL BRIDGE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'PARADIGM POLYGLOT — WHAT TO LEARN' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'PARADIGM IN CP' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'THE GRANDMASTER'S MULTI-PARADIGM MIND' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/03-Programming-Paradigms.md
Where in the codex is 'Recursion Thinking — The Self-Similar Mind' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'THE ESSENCE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'THE INDUCTION VIEW' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'RECURSION TREES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'THE CALL STACK' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'RECURSIVE PATTERNS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'Pattern A: **Reduce-by-One**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'Pattern B: **Divide-and-Conquer**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'Pattern C: **Multiple Recursion**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'Pattern D: **Tree Recursion**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'Pattern E: **Backtracking**' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'WRITING RECURSION — A PROCEDURE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'RECURSION VS ITERATION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'TAIL RECURSION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'RECURSION BACKTRACKING' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'THE 30 RECURSION DRILLS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/04-Recursion-Thinking.md
Where in the codex is 'State Modeling — The Bookkeeping of Reality' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'WHAT IS STATE?' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'STATE IN DSA' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'THE STATE-DESIGN TEMPLATE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'STATE EXPLOSION & COMPRESSION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'INVARIANTS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'Loop invariant' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'MUTATION VS IMMUTABILITY' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'Mutable state' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'Immutable state' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'STATE MACHINES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'STATE IN GRAPH SEARCH' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'EXERCISE: IDENTIFY THE STATE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'THE FIVE STATE-DESIGN PRINCIPLES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/05-State-Modeling.md
Where in the codex is 'Complexity Thinking — The Asymptotic Worldview' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'WHY COMPLEXITY MATTERS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
"Where in the codex is 'BIG-O, BIG-Ω, BIG-Θ' taught?",DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'THE COMPLEXITY ZOO' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'THE CONSTRAINT-COMPLEXITY MAP' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'AMORTIZED ANALYSIS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'SPACE COMPLEXITY' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'AVERAGE VS WORST VS BEST CASE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'ANALYZING NESTED LOOPS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'RECURRENCE COMPLEXITY (without Master Theorem)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'TIPS FOR ESTIMATING COMPLEXITY ON THE FLY' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/06-Complexity-Thinking.md
Where in the codex is 'Mathematics for Programmers' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'THE TOOLKIT (TOP 30)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Discrete Math' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Algebra' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Probability' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Calculus (light)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Geometry' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'THE CRUCIAL FORMULAS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Sums' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Logarithm identities' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Modular' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'THE PIGEONHOLE PRINCIPLE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'LINEARITY OF EXPECTATION (the secret weapon)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'PROOF TECHNIQUES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Direct proof' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Proof by contradiction' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Proof by induction' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Proof by contrapositive' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Constructive vs non-constructive' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'THE INDUCTION-RECURSION CORRESPONDENCE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/07-Mathematics-for-Programmers.md
Where in the codex is 'Logic & Discrete Math — The Crystalline Foundations' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'PROPOSITIONAL LOGIC' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Connectives' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Truth tables' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Key equivalences' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'PREDICATE LOGIC' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'SETS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Cartesian product' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'RELATIONS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Properties (relations on a set)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Equivalence relation = reflexive + symmetric + transitive' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Partial order = reflexive + antisymmetric + transitive' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Total order' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'FUNCTIONS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'INFINITE SETS (cardinality)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'TREES — THE FUNDAMENTAL STRUCTURE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
"Where in the codex is 'Equivalent characterizations (any one implies others, given n ≥ 1)' taught?",DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Rooted tree' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'RECURRENCES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'COMBINATORICS — COUNTING' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Sum rule' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Product rule' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Combinations' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'With repetition' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Bijection method' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'THE 12 EXERCISES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/08-Logic-and-Discrete-Math.md
Where in the codex is 'Abstraction & Decomposition — The Two Superpowers' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Levels of abstraction in software' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Abstraction in algorithms' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
